book_ref,book_date,total_amount
D287C6,2017-07-15 02:36:00+03,18000
D28879,2017-07-06 17:10:00+03,93800
D28884,2017-08-14 13:45:00+03,136200
D2888F,2017-07-10 13:07:00+03,36200
D288D9,2017-08-07 09:34:00+03,209200
D28916,2017-07-10 04:37:00+03,24200
D28922,2017-07-10 23:52:00+03,167800
D28930,2017-08-14 23:54:00+03,88500
D28AE7,2017-08-13 11:16:00+03,68100
D28AEA,2017-07-10 21:47:00+03,24500
D28B00,2017-08-01 05:53:00+03,34000
D28B74,2017-07-30 00:40:00+03,56600
D28BFE,2017-08-07 03:18:00+03,205400
D28C22,2017-07-12 11:44:00+03,14400
D28C41,2017-07-31 17:09:00+03,37200
D28C7B,2017-07-08 14:45:00+03,498200
D28C86,2017-07-13 15:13:00+03,46300
D28C8F,2017-07-27 23:34:00+03,28700
D28CB4,2017-07-05 18:22:00+03,13600
D28D50,2017-07-30 16:01:00+03,12900
D28D86,2017-08-07 15:23:00+03,103200
D28DBA,2017-08-06 13:21:00+03,92000
D28DD2,2017-08-15 08:51:00+03,54800
D28DD8,2017-07-07 21:44:00+03,201800
D28DEA,2017-07-22 07:02:00+03,40800
D28E29,2017-07-21 03:03:00+03,47100
D28E3A,2017-07-02 22:05:00+03,24600
D28E4D,2017-07-21 09:45:00+03,66600
D28E86,2017-08-09 00:40:00+03,65800
D28EAD,2017-07-10 22:18:00+03,123000
D28EC0,2017-07-23 14:52:00+03,57500
D28EC3,2017-08-04 18:47:00+03,36200
D28EF3,2017-08-08 03:27:00+03,112000
D28F0C,2017-07-08 18:00:00+03,55800
D28F0D,2017-08-12 15:37:00+03,27200
D28F3B,2017-07-29 14:13:00+03,270400
D28F7B,2017-08-05 06:15:00+03,57700
D29003,2017-07-30 08:59:00+03,56600
D290B4,2017-08-13 00:57:00+03,37900
D290DE,2017-07-04 03:40:00+03,28800
D290EA,2017-07-21 20:58:00+03,75600
D290FC,2017-07-21 17:05:00+03,399400
D2913E,2017-07-04 04:30:00+03,34000
D2914C,2017-07-01 14:08:00+03,88600
D29179,2017-07-04 15:59:00+03,20200
D291FB,2017-08-13 15:34:00+03,128900
D29236,2017-07-23 02:37:00+03,47000
D29240,2017-07-07 11:03:00+03,16400
D2925F,2017-08-14 00:34:00+03,143200
D292CB,2017-06-27 01:24:00+03,19600
D292CC,2017-08-11 04:19:00+03,49600
D2936A,2017-07-27 08:08:00+03,26000
D293BD,2017-07-26 11:12:00+03,53600
D293C7,2017-07-29 08:02:00+03,57400
D293D7,2017-07-21 13:05:00+03,89200
D2941A,2017-08-15 05:11:00+03,26800
D2954B,2017-08-14 08:37:00+03,78300
D2955E,2017-07-15 22:03:00+03,133200
D2959B,2017-08-08 07:04:00+03,56000
D295BC,2017-08-02 21:07:00+03,406700
D295E5,2017-07-19 13:01:00+03,153900
D2963A,2017-07-20 18:32:00+03,26000
D2963E,2017-07-22 09:07:00+03,75600
D296EE,2017-07-04 14:03:00+03,19800
D296F0,2017-07-28 05:28:00+03,54400
D2971F,2017-08-03 11:17:00+03,26000
D29722,2017-07-01 07:44:00+03,116900
D2981D,2017-07-25 07:00:00+03,11000
D29876,2017-07-26 23:02:00+03,31100
D298A7,2017-07-15 19:32:00+03,24000
D298B5,2017-08-15 12:27:00+03,73200
D298F6,2017-07-07 02:14:00+03,39300
D29912,2017-08-13 06:27:00+03,69500
D29940,2017-07-26 08:11:00+03,139300
D29956,2017-07-29 00:10:00+03,31600
D2997A,2017-07-04 10:19:00+03,28000
D29994,2017-07-20 08:26:00+03,42000
D299F3,2017-08-04 14:35:00+03,46400
D29A3C,2017-08-06 18:14:00+03,8000
D29ABE,2017-08-12 16:46:00+03,6600
D29B89,2017-07-20 13:22:00+03,85000
D29BAB,2017-08-10 15:31:00+03,160200
D29BAC,2017-07-06 15:02:00+03,477500
D29BB6,2017-08-15 05:31:00+03,65200
D29C7A,2017-07-09 04:58:00+03,64100
D29C85,2017-08-02 13:56:00+03,36200
D29CDA,2017-07-06 03:10:00+03,8000
D29CEA,2017-07-04 01:22:00+03,188000
D29D64,2017-08-13 19:33:00+03,43900
D29DAF,2017-07-20 11:09:00+03,7400
D29E42,2017-07-31 15:18:00+03,38800
D29E48,2017-07-17 19:31:00+03,29000
D29EA1,2017-07-31 13:13:00+03,31600
D29EA9,2017-07-13 23:32:00+03,38600
D29EBE,2017-07-08 04:17:00+03,7400
D29ED7,2017-07-26 15:46:00+03,23200
D29EDD,2017-08-10 11:56:00+03,191000
D29F17,2017-07-13 12:26:00+03,6700
D29F3F,2017-08-03 08:17:00+03,13600
D29FFB,2017-07-29 10:43:00+03,56600
D2A0AC,2017-07-30 19:59:00+03,98400
D2A0CA,2017-08-01 01:58:00+03,133700
D2A10F,2017-07-19 04:27:00+03,19600
D2A133,2017-08-15 12:18:00+03,131100
D2A13A,2017-07-10 04:47:00+03,16400
D2A1C4,2017-08-05 20:46:00+03,78500
D2A22D,2017-07-17 19:30:00+03,627000
D2A263,2017-07-24 10:25:00+03,92800
D2A26D,2017-07-24 07:24:00+03,58200
D2A2A3,2017-07-14 04:53:00+03,58200
D2A2F9,2017-07-01 18:47:00+03,9300
D2A329,2017-07-14 06:27:00+03,87000
D2A336,2017-06-30 04:11:00+03,59100
D2A360,2017-08-15 09:13:00+03,232200
D2A38B,2017-08-02 05:20:00+03,56600
D2A3B5,2017-08-10 04:35:00+03,67700
D2A3FA,2017-07-19 22:19:00+03,173400
D2A445,2017-07-11 11:50:00+03,6700
D2A47C,2017-07-17 18:56:00+03,19600
D2A49A,2017-08-06 09:21:00+03,57300
D2A4B5,2017-07-09 21:43:00+03,60300
D2A4C2,2017-08-10 03:02:00+03,24400
D2A4DD,2017-07-30 09:21:00+03,40600
D2A4FA,2017-07-13 06:24:00+03,28800
D2A5A0,2017-07-15 12:12:00+03,49100
D2A5B5,2017-08-02 18:58:00+03,26000
D2A5EB,2017-07-06 13:07:00+03,28800
D2A631,2017-07-30 18:52:00+03,114800
D2A66B,2017-06-29 08:27:00+03,32800
D2A682,2017-07-05 17:35:00+03,21200
D2A6B0,2017-08-05 04:19:00+03,26200
D2A6E3,2017-07-17 08:20:00+03,46400
D2A710,2017-07-19 07:15:00+03,414700
D2A76B,2017-07-15 20:22:00+03,12400
D2A799,2017-07-20 15:03:00+03,280000
D2A7AE,2017-08-13 20:40:00+03,140800
D2A7DC,2017-07-16 21:08:00+03,111000
D2A7F6,2017-08-02 09:48:00+03,26000
D2A860,2017-08-03 11:00:00+03,80900
D2A8E9,2017-08-14 14:38:00+03,144400
D2A9AF,2017-08-02 14:54:00+03,19200
D2AA1E,2017-07-31 06:36:00+03,55800
D2AA39,2017-07-01 20:07:00+03,31600
D2AA6D,2017-08-12 19:17:00+03,93900
D2AAAF,2017-07-06 06:55:00+03,133200
D2AB45,2017-07-30 05:01:00+03,99300
D2AB59,2017-07-07 04:08:00+03,179500
D2AB6A,2017-07-09 08:39:00+03,116900
D2AC19,2017-07-16 12:20:00+03,126600
D2AC3B,2017-08-11 13:26:00+03,21400
D2ACB3,2017-07-26 08:57:00+03,58800
D2AD12,2017-07-19 08:45:00+03,67100
D2AD8B,2017-07-30 23:15:00+03,46800
D2ADA4,2017-07-18 21:20:00+03,33300
D2AEB8,2017-07-06 04:58:00+03,121400
D2AFBE,2017-08-12 14:41:00+03,26800
D2B016,2017-07-01 21:32:00+03,95600
D2B038,2017-08-05 02:29:00+03,12400
D2B090,2017-08-08 16:45:00+03,122300
D2B0D8,2017-08-12 00:33:00+03,36700
D2B0FE,2017-07-08 13:17:00+03,132800
D2B101,2017-07-18 07:26:00+03,258400
D2B134,2017-07-06 17:16:00+03,41400
D2B14E,2017-08-03 19:24:00+03,17000
D2B17F,2017-07-06 05:12:00+03,36600
D2B1BA,2017-07-08 12:12:00+03,101200
D2B1C2,2017-07-18 03:12:00+03,15000
D2B1F4,2017-08-07 09:27:00+03,42800
D2B21B,2017-08-11 20:44:00+03,211600
D2B277,2017-07-12 13:37:00+03,48800
D2B282,2017-07-08 09:15:00+03,12600
D2B316,2017-07-25 11:45:00+03,74100
D2B325,2017-07-17 06:36:00+03,78600
D2B32F,2017-08-14 08:32:00+03,143100
D2B333,2017-07-31 19:14:00+03,52000
D2B380,2017-07-27 12:04:00+03,58200
D2B3D6,2017-07-07 02:28:00+03,147200
D2B404,2017-07-05 11:34:00+03,8200
D2B40F,2017-07-20 14:01:00+03,130300
D2B51D,2017-07-13 18:27:00+03,75600
D2B51E,2017-07-03 22:27:00+03,260300
D2B546,2017-07-20 06:48:00+03,46800
D2B5D8,2017-08-08 12:07:00+03,29400
D2B62A,2017-07-20 16:16:00+03,28800
D2B6E7,2017-08-11 11:29:00+03,55900
D2B764,2017-08-10 09:16:00+03,55800
D2B7BE,2017-08-04 19:02:00+03,101200
D2B804,2017-07-06 17:01:00+03,24800
D2B806,2017-07-07 01:51:00+03,25600
D2B84D,2017-08-13 17:27:00+03,40200
D2B872,2017-07-31 15:57:00+03,241400
D2B877,2017-07-31 22:46:00+03,246000
D2B89A,2017-07-20 07:45:00+03,134800
D2B929,2017-07-05 22:14:00+03,46400
D2B94E,2017-08-08 13:25:00+03,260300
D2B955,2017-08-07 04:44:00+03,75300
D2B9C1,2017-08-01 04:39:00+03,11600
D2BA36,2017-08-02 18:11:00+03,72600
D2BA5A,2017-07-24 18:52:00+03,56000
D2BB72,2017-07-13 15:59:00+03,47100
D2BB84,2017-07-09 09:40:00+03,81200
D2BB91,2017-08-13 03:19:00+03,29100
D2BC7E,2017-07-10 00:18:00+03,22000
D2BC90,2017-07-19 09:13:00+03,116100
D2BCBF,2017-07-29 17:33:00+03,29600
D2BCE5,2017-08-06 20:53:00+03,66400
D2BCE8,2017-07-27 12:18:00+03,69600
D2BCFB,2017-08-03 17:17:00+03,44400
D2BDB5,2017-08-06 02:38:00+03,73300
D2BDD1,2017-08-03 01:04:00+03,30200
D2BDF0,2017-07-18 09:15:00+03,123000
D2BEC7,2017-08-14 14:33:00+03,69100
D2BEF7,2017-08-14 09:06:00+03,24600
D2BF3B,2017-07-04 12:08:00+03,46400
D2BF72,2017-07-23 17:59:00+03,96800
D2BFBA,2017-07-31 12:42:00+03,50600
D2C052,2017-07-17 01:44:00+03,26800
D2C0C8,2017-08-09 06:08:00+03,78100
D2C0D5,2017-07-01 15:47:00+03,119500
D2C0E6,2017-07-27 03:41:00+03,246000
D2C22C,2017-08-12 08:07:00+03,12000
D2C28C,2017-07-03 12:02:00+03,57800
D2C28D,2017-07-30 17:34:00+03,52000
D2C291,2017-08-09 02:47:00+03,354200
D2C2CB,2017-08-14 00:20:00+03,32700
D2C2E3,2017-07-26 05:05:00+03,57700
D2C305,2017-08-05 11:29:00+03,26700
D2C339,2017-08-05 21:15:00+03,185600
D2C349,2017-08-08 14:49:00+03,70400
D2C34B,2017-07-18 10:51:00+03,29600
D2C377,2017-07-21 03:29:00+03,28000
D2C38D,2017-07-20 12:30:00+03,67600
D2C3A4,2017-07-13 03:43:00+03,46400
D2C451,2017-07-09 18:55:00+03,139300
D2C457,2017-07-04 01:29:00+03,120800
D2C47A,2017-07-06 22:52:00+03,151200
D2C4A6,2017-06-29 05:28:00+03,248400
D2C514,2017-07-22 08:42:00+03,18600
D2C53D,2017-07-28 09:02:00+03,393800
D2C546,2017-07-14 02:49:00+03,85000
D2C569,2017-08-06 07:16:00+03,29400
D2C5AE,2017-08-11 21:41:00+03,16400
D2C5FC,2017-07-05 21:59:00+03,46400
D2C626,2017-07-20 16:34:00+03,133200
D2C644,2017-08-10 09:12:00+03,18400
D2C6D2,2017-07-09 02:10:00+03,62100
D2C6E6,2017-08-12 13:01:00+03,118600
D2C704,2017-07-23 16:47:00+03,36000
D2C756,2017-08-10 15:50:00+03,21800
D2C769,2017-07-29 17:12:00+03,136600
D2C772,2017-07-09 14:59:00+03,75600
D2C7F4,2017-08-13 15:49:00+03,18000
D2C80C,2017-07-16 13:13:00+03,69000
D2C897,2017-07-19 19:33:00+03,48700
D2C8A5,2017-08-09 12:36:00+03,72400
D2C982,2017-07-11 23:27:00+03,381000
D2C9D5,2017-07-21 16:42:00+03,163600
D2C9EE,2017-07-11 20:49:00+03,28800
D2CABE,2017-07-02 18:18:00+03,46000
D2CB54,2017-07-03 21:09:00+03,46200
D2CB8C,2017-06-27 20:07:00+03,109600
D2CBE5,2017-07-27 22:19:00+03,16400
D2CBE9,2017-08-08 05:28:00+03,92000
D2CBEC,2017-07-23 16:57:00+03,101500
D2CBF9,2017-07-01 22:33:00+03,41600
D2CC01,2017-07-24 23:02:00+03,38600
D2CCB6,2017-07-08 04:13:00+03,22000
D2CCC7,2017-07-21 15:38:00+03,168000
D2CD04,2017-07-08 09:28:00+03,37600
D2CD3D,2017-07-03 14:54:00+03,192400
D2CD80,2017-07-09 22:45:00+03,48400
D2CE1A,2017-07-03 10:59:00+03,12400
D2CE33,2017-08-12 18:30:00+03,26000
D2CEBA,2017-08-11 09:59:00+03,21400
D2CF31,2017-08-05 05:12:00+03,79300
D2CF67,2017-08-01 08:48:00+03,26800
D2CFF4,2017-08-14 16:30:00+03,25100
D2D000,2017-07-19 11:29:00+03,137600
D2D040,2017-07-05 01:45:00+03,36200
D2D066,2017-07-11 15:30:00+03,49100
D2D0AC,2017-07-24 03:53:00+03,23200
D2D0CB,2017-07-17 13:51:00+03,46700
D2D0E1,2017-07-18 21:53:00+03,33200
D2D151,2017-06-27 23:53:00+03,369000
D2D158,2017-07-09 05:27:00+03,55800
D2D189,2017-07-15 17:42:00+03,21600
D2D1B4,2017-07-24 08:53:00+03,47500
D2D1D4,2017-08-06 16:49:00+03,120700
D2D1D9,2017-07-30 23:10:00+03,131600
D2D1E2,2017-07-04 14:28:00+03,28800
D2D21F,2017-07-27 07:36:00+03,40300
D2D2C5,2017-07-29 23:52:00+03,46400
D2D339,2017-07-13 14:06:00+03,246000
D2D4DA,2017-07-04 08:01:00+03,46400
D2D4F9,2017-08-05 01:02:00+03,29400
D2D51A,2017-08-10 17:58:00+03,53400
D2D57B,2017-07-17 07:18:00+03,56000
D2D58A,2017-08-13 04:41:00+03,46300
D2D591,2017-08-13 14:54:00+03,70700
D2D5AC,2017-08-03 21:31:00+03,27000
D2D5F9,2017-07-07 09:50:00+03,48700
D2D610,2017-07-29 12:19:00+03,28000
D2D61B,2017-07-03 23:21:00+03,51800
D2D738,2017-07-21 18:48:00+03,84100
D2D75C,2017-07-26 02:56:00+03,40600
D2D7EE,2017-07-09 22:37:00+03,93400
D2D85D,2017-07-22 14:33:00+03,29600
D2D872,2017-07-31 05:00:00+03,100600
D2D8B5,2017-07-19 13:55:00+03,168000
D2D93E,2017-08-04 05:03:00+03,77900
D2D96A,2017-07-02 15:03:00+03,6800
D2D970,2017-08-13 16:18:00+03,13400
D2D9FB,2017-07-03 14:22:00+03,37800
D2DA36,2017-07-06 19:04:00+03,88800
D2DA3F,2017-07-08 20:43:00+03,38700
D2DA6D,2017-08-06 08:09:00+03,37000
D2DA9A,2017-08-07 10:41:00+03,64100
D2DADC,2017-07-28 22:08:00+03,68200
D2DAEF,2017-07-07 02:12:00+03,119600
D2DB10,2017-07-03 20:03:00+03,84500
D2DB11,2017-07-10 06:33:00+03,147200
D2DB1E,2017-08-05 07:12:00+03,28000
D2DB30,2017-07-06 23:17:00+03,52600
D2DB62,2017-07-24 21:15:00+03,14000
D2DB79,2017-08-05 00:01:00+03,91800
D2DB97,2017-07-31 23:12:00+03,202900
D2DB9F,2017-07-23 18:38:00+03,23900
D2DBA0,2017-08-01 02:54:00+03,66600
D2DBCF,2017-07-29 08:55:00+03,103500
D2DC10,2017-07-31 19:07:00+03,54800
D2DC48,2017-07-28 11:50:00+03,99200
D2DCAE,2017-07-29 03:23:00+03,189100
D2DCBF,2017-07-31 00:45:00+03,175300
D2DCD5,2017-08-04 01:26:00+03,67600
D2DCE9,2017-07-17 09:02:00+03,61800
D2DCFD,2017-07-28 15:14:00+03,53200
D2DE5F,2017-07-23 08:48:00+03,112000
D2DE8C,2017-07-21 09:56:00+03,28000
D2DEF4,2017-07-15 07:07:00+03,48500
D2DF1D,2017-08-14 14:58:00+03,45200
D2DF46,2017-08-14 13:35:00+03,111600
D2DF54,2017-07-23 14:10:00+03,123700
D2DF7F,2017-07-10 20:36:00+03,44800
D2DF88,2017-08-06 16:56:00+03,111600
D2DFCA,2017-06-26 04:17:00+03,73500
D2E01D,2017-07-04 07:56:00+03,56000
D2E03E,2017-07-14 13:11:00+03,31600
D2E047,2017-07-15 17:05:00+03,40800
D2E04B,2017-08-01 22:39:00+03,260900
D2E0BA,2017-08-01 21:25:00+03,12400
D2E105,2017-07-10 15:15:00+03,28800
D2E17B,2017-07-16 22:52:00+03,134600
D2E1A8,2017-06-30 19:19:00+03,56600
D2E1B5,2017-07-13 00:40:00+03,23200
D2E227,2017-08-01 15:05:00+03,67200
D2E22E,2017-07-19 01:40:00+03,135200
D2E27E,2017-07-08 21:24:00+03,19600
D2E283,2017-07-04 09:49:00+03,26800
D2E28D,2017-07-04 02:41:00+03,123000
D2E2CF,2017-07-24 20:19:00+03,26000
D2E363,2017-07-17 15:16:00+03,91200
D2E385,2017-07-13 23:01:00+03,18000
D2E39D,2017-08-15 12:52:00+03,8400
D2E3F2,2017-07-10 22:13:00+03,68800
D2E3F5,2017-07-10 20:01:00+03,101200
D2E3FC,2017-07-24 13:46:00+03,26200
D2E422,2017-08-08 17:14:00+03,75300
D2E425,2017-07-23 01:39:00+03,306200
D2E435,2017-08-01 18:51:00+03,43000
D2E4A9,2017-08-11 20:35:00+03,32700
D2E4EA,2017-07-15 08:42:00+03,50800
D2E575,2017-07-23 08:31:00+03,35200
D2E57E,2017-07-02 07:44:00+03,131600
D2E5A6,2017-07-18 18:26:00+03,114700
D2E6E0,2017-08-10 22:00:00+03,70500
D2E6FA,2017-07-11 10:42:00+03,23200
D2E724,2017-07-20 19:32:00+03,14700
D2E72D,2017-08-06 11:59:00+03,10700
D2E7D2,2017-07-23 04:40:00+03,46400
D2E7F5,2017-08-03 18:10:00+03,16400
D2E811,2017-08-09 05:51:00+03,184300
D2E834,2017-08-09 09:35:00+03,40000
D2E836,2017-07-13 17:13:00+03,134700
D2E8D5,2017-07-16 09:30:00+03,75000
D2E8F2,2017-08-04 12:00:00+03,54000
D2E92B,2017-07-08 22:17:00+03,47200
D2E981,2017-07-30 08:36:00+03,40800
D2EA90,2017-08-03 00:47:00+03,113200
D2EB67,2017-07-23 02:42:00+03,229800
D2EBE8,2017-08-04 02:14:00+03,39500
D2EC83,2017-07-06 04:47:00+03,72800
D2ECBF,2017-07-13 22:16:00+03,23200
D2ED74,2017-07-31 02:54:00+03,66600
D2EDBC,2017-07-05 10:26:00+03,48700
D2EE4F,2017-08-15 08:14:00+03,155600
D2EE5F,2017-07-19 00:53:00+03,26000
D2EE60,2017-07-11 00:46:00+03,486800
D2EEA4,2017-07-28 03:02:00+03,28800
D2EEDD,2017-07-29 08:33:00+03,143100
D2EF21,2017-07-20 02:57:00+03,28800
D2EF69,2017-08-15 05:41:00+03,126400
D2EF8A,2017-07-10 17:42:00+03,58200
D2EFDC,2017-08-14 18:01:00+03,36200
D2F03E,2017-06-29 21:57:00+03,44000
D2F057,2017-07-07 06:28:00+03,129200
D2F080,2017-07-08 05:35:00+03,26700
D2F0B9,2017-07-02 03:22:00+03,246000
D2F0F0,2017-07-23 22:52:00+03,70700
D2F11E,2017-07-16 12:45:00+03,32700
D2F14F,2017-07-21 09:06:00+03,40000
D2F1AD,2017-07-28 02:56:00+03,369000
D2F27F,2017-08-04 18:01:00+03,67900
D2F2C4,2017-07-02 04:24:00+03,57900
D2F2C7,2017-07-25 10:01:00+03,25800
D2F343,2017-07-07 00:11:00+03,21800
D2F3A1,2017-08-07 18:17:00+03,143300
D2F3AC,2017-07-12 16:27:00+03,25000
D2F3B1,2017-07-20 05:53:00+03,55800
D2F42F,2017-07-14 00:29:00+03,13400
D2F443,2017-07-22 13:37:00+03,66000
D2F49F,2017-08-04 01:56:00+03,246000
D2F4A0,2017-07-20 13:30:00+03,10600
D2F4D0,2017-08-14 11:07:00+03,29200
D2F4E8,2017-07-27 22:32:00+03,19800
D2F559,2017-06-28 20:42:00+03,8200
D2F625,2017-07-11 07:15:00+03,23600
D2F68B,2017-07-01 18:38:00+03,28800
D2F72A,2017-08-09 10:43:00+03,30900
D2F740,2017-07-19 14:46:00+03,42800
D2F7E2,2017-07-16 23:15:00+03,114200
D2F7F2,2017-07-14 19:34:00+03,50200
D2F813,2017-07-12 20:28:00+03,71200
D2F839,2017-07-13 13:37:00+03,53300
D2F866,2017-07-18 11:44:00+03,8200
D2F875,2017-07-29 19:33:00+03,151200
D2F88D,2017-07-21 00:19:00+03,67600
D2F8E8,2017-08-03 02:46:00+03,94800
D2F933,2017-08-14 08:29:00+03,34100
D2F972,2017-08-05 18:54:00+03,54400
D2F988,2017-07-14 16:40:00+03,6000
D2F992,2017-07-10 15:09:00+03,24600
D2F9D5,2017-07-18 17:16:00+03,55400
D2F9DD,2017-07-19 03:59:00+03,23600
D2F9E2,2017-08-15 03:49:00+03,61800
D2F9FE,2017-07-04 14:08:00+03,37900
D2FA00,2017-07-31 16:41:00+03,30200
D2FA12,2017-07-30 10:18:00+03,11200
D2FA46,2017-08-06 00:01:00+03,43100
D2FA9A,2017-07-05 04:53:00+03,89400
D2FAD2,2017-07-07 00:04:00+03,56600
D2FC3D,2017-07-26 18:07:00+03,39400
D2FC41,2017-07-18 10:49:00+03,45100
D2FC42,2017-08-07 08:18:00+03,23200
D2FD3F,2017-06-29 04:31:00+03,16400
D2FDA6,2017-07-31 11:21:00+03,284800
D2FDE5,2017-08-09 20:57:00+03,67600
D2FE1A,2017-07-31 04:00:00+03,184300
D2FE99,2017-07-20 20:32:00+03,378700
D2FEDB,2017-07-05 15:01:00+03,26700
D2FEEA,2017-08-10 06:47:00+03,39600
D2FFC8,2017-08-11 02:37:00+03,85000
D2FFD4,2017-07-14 16:02:00+03,39400
D2FFEC,2017-07-10 09:25:00+03,28300
D30004,2017-07-28 02:40:00+03,14000
D3000C,2017-07-07 10:47:00+03,112000
D30045,2017-08-10 20:52:00+03,56000
D3008F,2017-08-13 08:21:00+03,100600
D300A7,2017-07-07 08:43:00+03,246000
D300EB,2017-07-07 01:27:00+03,22000
D30118,2017-07-12 16:13:00+03,25200
D30153,2017-07-31 09:06:00+03,36200
D30164,2017-08-10 09:52:00+03,29600
D3019E,2017-07-22 10:14:00+03,183300
D301DD,2017-08-05 03:16:00+03,259400
D301E2,2017-07-16 12:16:00+03,38600
D301E4,2017-07-08 02:59:00+03,47800
D30263,2017-07-31 04:00:00+03,73600
D3028B,2017-08-08 22:10:00+03,84200
D30332,2017-07-29 10:12:00+03,92800
D30364,2017-07-13 17:48:00+03,28700
D30378,2017-08-03 21:48:00+03,137600
D3037B,2017-08-08 20:13:00+03,28400
D303B3,2017-07-13 07:59:00+03,265700
D303C0,2017-08-09 20:52:00+03,13800
D30457,2017-08-14 07:51:00+03,26700
D304D1,2017-07-02 20:57:00+03,169900
D3052D,2017-08-07 10:22:00+03,133900
D30586,2017-07-19 14:17:00+03,266400
D30588,2017-08-05 03:27:00+03,115300
D305E5,2017-07-26 10:23:00+03,37900
D305E7,2017-07-28 16:02:00+03,65900
D30622,2017-07-31 15:21:00+03,44000
D30684,2017-07-06 03:04:00+03,22000
D306A1,2017-08-12 20:42:00+03,7400
D306AD,2017-07-20 21:07:00+03,55800
D30720,2017-07-26 17:10:00+03,191400
D3072B,2017-07-06 17:20:00+03,32700
D307D0,2017-08-14 04:36:00+03,73900
D3081D,2017-07-29 18:59:00+03,50800
D308B3,2017-08-03 04:17:00+03,209500
D3095C,2017-08-01 17:03:00+03,25800
D309CF,2017-08-13 17:35:00+03,65500
D309DB,2017-08-05 18:51:00+03,27300
D30AC5,2017-07-15 09:28:00+03,84100
D30B13,2017-07-31 23:55:00+03,55800
D30B25,2017-08-09 04:20:00+03,125200
D30B2F,2017-07-22 17:36:00+03,61800
D30B57,2017-08-15 17:15:00+03,103900
D30BB3,2017-08-13 02:07:00+03,26800
D30BC2,2017-08-11 11:54:00+03,81300
D30BF9,2017-08-14 05:01:00+03,99600
D30C17,2017-07-16 08:43:00+03,103600
D30C2D,2017-07-26 15:33:00+03,56000
D30C78,2017-08-11 01:13:00+03,207200
D30CB1,2017-08-14 00:42:00+03,35300
D30CC2,2017-07-17 08:30:00+03,26000
D30D18,2017-07-07 20:13:00+03,104000
D30D54,2017-07-30 18:06:00+03,258400
D30DCD,2017-08-08 19:48:00+03,97800
D30DE9,2017-07-09 05:32:00+03,273000
D30EA0,2017-07-28 23:19:00+03,11600
D30F01,2017-07-04 12:14:00+03,30800
D30F07,2017-07-30 01:21:00+03,132800
D30F15,2017-07-31 02:24:00+03,23200
D30F53,2017-08-13 05:02:00+03,47000
D30F84,2017-07-21 07:39:00+03,339900
D30FB1,2017-08-03 04:14:00+03,49100
D30FC2,2017-07-17 01:03:00+03,34200
D30FFE,2017-07-20 23:45:00+03,52500
D31010,2017-07-12 21:48:00+03,49100
D31044,2017-08-14 16:39:00+03,32400
D31078,2017-07-16 07:57:00+03,99200
D31087,2017-07-14 11:58:00+03,22000
D310CF,2017-07-31 01:05:00+03,60400
D3119C,2017-07-25 12:10:00+03,7200
D311A3,2017-08-04 06:26:00+03,12600
D311F1,2017-07-22 09:11:00+03,135400
D312EA,2017-07-09 02:45:00+03,61800
D31307,2017-07-04 10:42:00+03,79600
D31317,2017-07-27 04:08:00+03,49200
D3135C,2017-08-09 01:18:00+03,43400
D31370,2017-07-26 09:41:00+03,143700
D313B8,2017-08-12 13:56:00+03,71700
D313F3,2017-08-07 01:23:00+03,122600
D313F6,2017-07-23 00:33:00+03,83400
D31411,2017-08-07 11:09:00+03,111600
D31438,2017-08-05 20:34:00+03,61400
D31483,2017-07-10 05:59:00+03,46300
D315FB,2017-07-05 07:02:00+03,540700
D3160B,2017-07-16 02:58:00+03,67100
D31676,2017-07-09 22:05:00+03,4000
D316B6,2017-07-05 08:29:00+03,202200
D316F5,2017-06-22 04:39:00+03,41600
D31701,2017-07-19 21:06:00+03,147200
D317EA,2017-07-01 23:34:00+03,174600
D31864,2017-06-29 14:16:00+03,100300
D318A2,2017-07-07 05:42:00+03,59800
D31916,2017-07-02 07:38:00+03,100600
D3192C,2017-07-31 04:13:00+03,100600
D3197B,2017-08-01 06:47:00+03,61200
D319C5,2017-08-15 12:41:00+03,100800
D319CF,2017-07-21 16:26:00+03,106300
D319FC,2017-08-11 08:44:00+03,112000
D31A02,2017-08-09 15:41:00+03,33600
D31A13,2017-07-30 17:37:00+03,102600
D31A6A,2017-07-16 18:32:00+03,15000
D31AB3,2017-08-05 21:54:00+03,44700
D31B01,2017-07-19 02:11:00+03,116000
D31B05,2017-07-09 06:13:00+03,148200
D31B1D,2017-08-08 15:06:00+03,38400
D31B3D,2017-07-14 12:53:00+03,102000
D31BD6,2017-08-09 13:40:00+03,68100
D31C03,2017-08-05 23:32:00+03,28000
D31C57,2017-08-11 01:43:00+03,29600
D31CCF,2017-08-09 05:12:00+03,14400
D31CF6,2017-08-02 14:28:00+03,26700
D31CF9,2017-08-14 05:39:00+03,152700
D31D1C,2017-07-18 10:05:00+03,18700
D31D80,2017-08-04 20:25:00+03,147500
D31D9A,2017-07-27 06:21:00+03,44800
D31DD4,2017-06-27 15:49:00+03,48800
D31DDF,2017-07-31 01:00:00+03,23200
D31E84,2017-07-06 11:23:00+03,201800
D31EBA,2017-08-13 16:21:00+03,153800
D31ECB,2017-07-26 03:11:00+03,99300
D31F48,2017-07-28 19:27:00+03,100200
D31F58,2017-07-11 01:04:00+03,37900
D3208B,2017-07-23 14:50:00+03,56000
